STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
38,2021/1/6,01:30:00,2021,January,Wednesday,Based on C/W on Scene,APP,POM,20,SGT,20,N,O,P,PSB,2,ASSAULT,6,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,REMORSEFUL,32,MALE,BLACK,6.2,180,THN,BRO,BLK,NaN,20,C,NaN,74 W 85 ST,W 85 ST,991924,225470,PBMN,MANHATTAN
39,2021/1/5,18:47:00,2021,January,Tuesday,Based on C/W on Scene,APP,POM,1,LT,1,Y,O,NaN,NaN,1,PETIT LARCENY,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,COOPERATIVE,21,MALE,WHITE,5.1,150,MED,BRO,BRO,TATTOO OF 3 EXCLAMTION MARKS ON FACE RED COAT.,1,D,NaN,PRINCE ST && GREENE ST,PRINCE ST,984432,203416,PBMS,MANHATTAN
40,2021/1/1,00:45:00,2021,January,Friday,Based on Self Initiated,APP,POM,52,SSA,183,Y,NaN,P,PSB,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,NA,18,MALE,BLACK,5.11,180,THN,BRO,BLK,NaN,48,C,NaN,MARMION AVE && CROTONA PARK N,MARMION AVE,1014639,245285,PBBX,BRONX
41,2021/1/1,01:00:00,2021,January,Friday,Based on Self Initiated,APP,POM,52,SSA,183,Y,NaN,P,PSB,1,CPW,15,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,RE,#N/A,20,MALE,BLACK,5.11,180,THN,BRO,BLK,NaN,48,C,NaN,CROTONA PARK N && MARMION AVE,CROTONA PARK N,1014639,245285,PBBX,BRONX
42,2021/1/5,17:41:00,2021,January,Tuesday,Based on C/W on Scene,APP,POM,871,SSA,871,Y,S,T,Transit,1,CPW,8,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,DE,AGITATED,40,MALE,BLACK,5.9,140,THN,BRO,BLK,RED HOODIE,68,C,NaN,&&,,976349,166076,PBBS,BROOKLYN
43,2021/1/5,20:21:00,2021,January,Tuesday,Based on Radio Run,APP,POM,122,SGT,122,Y,O,P,PSB,1,GRAND LARCENY AUTO,8,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,18,MALE,WHITE HISPANIC,5.1,150,THN,BRO,BLK,SILVER JACKET,122,B,NaN,REID AVE && LACONIA AVE,REID AVE,960584,155633,PBSI,STATEN ISLAND
44,2021/1/5,20:52:00,2021,January,Tuesday,Based on Radio Run,APP,POM,122,SGT,122,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,Y,NaN,N,Y,GRAND LARCENY AUTO,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,20,MALE,BLACK,6.3,190,THN,GRY,BLK,NO SHOES MUDDY SOCKS,122,C,NaN,FATHER CAPODANNO BLVD && SAND LN,FATHER CAPODANNO BLVD,964192,152342,PBSI,STATEN ISLAND
45,2021/1/5,22:23:00,2021,January,Tuesday,Based on Radio Run,APP,POM,5,SGT,5,N,NaN,NaN,NaN,2,BURGLARY,19,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,SHOCK,24,MALE,BLACK HISPANIC,5.8,130,THN,BRO,BLK,WHITE AND BLACK CONSTRUCTION HELMET BLACK JACKET GRAY JEANS BLACK SNEAKERS,7,B,NaN,ALLEN STREET && DIVISION STREET,ALLEN STREET,988707,200316,PBMS,MANHATTAN
46,2021/1/5,21:52:00,2021,January,Tuesday,Based on Self Initiated,APP,POM,13,SGT,13,Y,O,NaN,NaN,1,FORCIBLE TOUCHING,16,N,COMPLIANT SUBJECT,N,Y,FORCIBLE TOUCHING,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,NERVOUS,31,MALE,WHITE,5.8,150,THN,ZZZ,BRO,BURGANDY JACKET DARK PANTS BUZZ CUT BALD SPOT ON HEAD RED SNEAKERS,13,D,NaN,157 LEXINGTON AVE,LEXINGTON AVE,989368,210218,PBMS,MANHATTAN
47,2021/1/6,16:44:00,2021,January,Wednesday,Based on Self Initiated,APP,POM,808,LT,808,Y,I,H,Housing,1,ROBBERY,10,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,AGGITATED,17,FEMALE,BLACK,5.1,140,THN,BRO,BLK,NaN,43,D,NaN,1760 WATSON AVE,WATSON AVE,1021069,240703,PBBX,BRONX
48,2021/1/6,05:10:00,2021,January,Wednesday,Based on C/W on Scene,APP,POM,50,LT,50,Y,NaN,NaN,NaN,2,PETIT LARCENY,2,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,Y,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,DE,APP. NORMAL,31,MALE,WHITE,5.6,175,THN,BRO,BLN,NaN,50,C,NaN,21 KNOLLS CRES,KNOLLS CRES,1007035,259337,PBBX,BRONX
49,2021/1/1,05:09:00,2021,January,Friday,Based on Radio Run,APP,POM,52,SGT,52,N,NaN,P,PSB,1,CPW,4,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,Y,N,NaN,NaN,NaN,N,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,20,MALE,BLACK HISPANIC,5.9,170,MED,BRO,BLK,NaN,52,B,NaN,2842 GRAND CONC,GRAND CONC,1014444,256177,PBBX,BRONX
50,2021/1/1,05:09:00,2021,January,Friday,Based on Radio Run,APP,POM,52,SGT,52,N,NaN,P,PSB,1,CPW,4,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,BC,#N/A,20,MALE,WHITE HISPANIC,5.1,180,THN,BRO,BLK,BLACK JACKET RED HOODIE,52,B,NaN,2842 GRAND CONC,GRAND CONC,1014444,256177,PBBX,BRONX
51,2021/1/6,13:59:00,2021,January,Wednesday,Based on Self Initiated,APP,POM,52,SGT,52,Y,NaN,NaN,NaN,1,CPW,5,Y,NaN,N,N,NaN,Y,KNIFE UNLAWFUL POSSESSION,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,DE,HOSTILE COMBATIVE AND UNCOOPERATIVE,21,MALE,BLACK,5.8,160,THN,BLU,BLK,NaN,52,A,NaN,2547 AQUEDUCT AVE W,AQUEDUCT AVE W,1011429,254829,PBBX,BRONX
52,2021/1/6,18:12:00,2021,January,Wednesday,Based on Radio Run,APP,POM,100,SGT,100,Y,I,NaN,NaN,1,PETIT LARCENY,15,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,40,MALE,NaN,6.4,170,THN,BRO,BLK,NaN,100,A,NaN,86-02 ROCKAWAY BEACH BLVD,ROCKAWAY BEACH BLVD,1036621,153422,PBQS,QUEENS
53,2021/1/5,21:30:00,2021,January,Tuesday,Based on Radio Run,APP,POM,101,SGT,101,Y,I,P,PSB,1,ROBBERY,15,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,NaN,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,17,MALE,BLACK,6.1,160,THN,BRO,BLK,NaN,101,D,6,54-30 BEACH CHANNEL DR,BEACH CHANNEL DR,1043660,156274,PBQS,QUEENS
54,2021/1/5,21:30:00,2021,January,Tuesday,Based on Radio Run,APP,POM,101,SGT,101,Y,I,NaN,NaN,1,ROBBERY,15,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,NaN,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,14,MALE,BLACK,5.6,130,THN,BRO,BLK,NaN,101,D,NaN,54-30 BEACH CHANNEL DR,BEACH CHANNEL DR,1043660,156274,PBQS,QUEENS
55,2021/1/5,21:30:00,2021,January,Tuesday,Based on Radio Run,APP,SGT,101,LT,101,Y,I,NaN,NaN,1,ROBBERY,15,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,19,MALE,BLACK,5.7,180,THN,BRO,BLK,NaN,101,D,NaN,54-30 BEACH CHANNEL DR,BEACH CHANNEL DR,1043660,156274,PBQS,QUEENS
56,2021/1/5,21:30:00,2021,January,Tuesday,Based on Radio Run,APP,POM,101,SGT,101,Y,NaN,NaN,NaN,1,ROBBERY,15,Y,NaN,Y,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,DE,ANGRY,12,MALE,BLACK,5.5,120,THN,BRO,BLK,NaN,101,D,NaN,54-30 BEACH CHANNEL DR,BEACH CHANNEL DR,1043660,156274,PBQS,QUEENS
57,2021/1/6,15:30:00,2021,January,Wednesday,Based on Radio Run,APP,POM,103,SGT,103,N,O,P,PSB,4,CPW,8,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,48,MALE,ASIAN / PACIFIC ISLANDER,5.7,200,MED,BRO,BLK,N/A,103,A,NaN,HILLSIDE AVE && 171 ST,HILLSIDE AVE,1042188,198540,PBQS,QUEENS
58,2021/1/6,13:04:00,2021,January,Wednesday,Based on C/W on Scene,APP,POM,10,LT,10,Y,O,P,PSB,1,BURGLARY,2,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,UPSET,39,FEMALE,WHITE,5.5,140,MED,BLU,BRO,LARGE TATOO ON THE LEFTSIDE OF HER NECK BACKPACK BROWN HAIR 5 FEET 5 INCH BL,10,A,NaN,230 W 20 ST,W 20 ST,984644,209895,PBMS,MANHATTAN
59,2021/1/7,02:28:00,2021,January,Thursday,Based on Radio Run,APP,POM,34,SGT,34,Y,NaN,NaN,NaN,1,CRIMINAL SALE OF MARIHUANA,5,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,N,Y,Y,Y,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM/NORMAL,25,MALE,WHITE HISPANIC,5.1,200,MED,BRO,BLK,BEARD,34,D,NaN,VERMILYEA AVE && ACADEMY ST,VERMILYEA AVE,1005165,254563,PBMN,MANHATTAN
60,2021/1/7,03:06:00,2021,January,Thursday,Based on Radio Run,APP,POM,44,LT,44,Y,I,P,PSB,5,ROBBERY,20,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,CM,#N/A,12,MALE,BLACK HISPANIC,5.4,120,THN,BRO,BRO,NaN,44,C,4,1124 CARROLL PL,CARROLL PL,1006851,242576,PBBX,BRONX
61,2021/1/2,00:41:00,2021,January,Saturday,Based on C/W on Scene,APP,POM,61,LT,61,Y,O,NaN,NaN,1,ASSAULT,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,18,MALE,WHITE HISPANIC,6,165,THN,BRO,BLK,HOODIES & UMBRELLA / MALE,61,A,NaN,KINGS HWY && MCDONALD AVE,KINGS HWY,991976,159402,PBBS,BROOKLYN
62,2021/1/2,00:41:00,2021,January,Saturday,Based on C/W on Scene,APP,POM,61,LT,61,Y,NaN,NaN,NaN,1,ASSAULT,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,17,FEMALE,WHITE HISPANIC,4,85,THN,BRO,BLK,HOODIE / FEMALE,61,A,NaN,KINGS HWY && MCDONALD AVE,KINGS HWY,991976,159402,PBBS,BROOKLYN
63,2021/1/2,00:41:00,2021,January,Saturday,Based on C/W on Scene,APP,POM,61,LT,61,Y,NaN,NaN,NaN,1,ASSAULT,5,Y,NaN,Y,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,ANNOYED,19,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BLK,HOODIE / MALE,61,A,NaN,KINGS HWY && MCDONALD AVE,KINGS HWY,991976,159402,PBBS,BROOKLYN
64,2021/1/5,16:08:00,2021,January,Tuesday,Based on Self Initiated,APP,POM,1,SGT,1,Y,O,NaN,NaN,2,GRAND LARCENY,25,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,Y,NaN,NaN,Y,NaN,DE,CALM AND UNDERSTOOD REASON FOR STOP,35,MALE,BLACK,5.5,150,THN,BRO,BLD,TATTOO BELOW LEFT EYE (APPEARED TO BE A STAR). BLACK JACKET BLACK BACK PACK.,1,D,NaN,395 W BROADWAY,W BROADWAY,983677,203115,PBMS,MANHATTAN
65,2021/1/7,17:20:00,2021,January,Thursday,Based on Self Initiated,APP,POM,7,LT,7,Y,O,P,PSB,2,OTHER,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM AND COMPLIANT,30,MALE,ASIAN / PACIFIC ISLANDER,5.6,160,MED,BRO,BLK,BLACK WAIST LENGTH JACKET W/ A BLACK HOODIE GRAY SWEATPANTS BLACK SNEAKERS.,7,C,NaN,169 ORCHARD ST,ORCHARD ST,987397,202085,PBMS,MANHATTAN
66,2021/1/2,15:57:00,2021,January,Saturday,Based on Radio Run,APP,POM,61,SGT,61,Y,NaN,P,PSB,5,ROBBERY,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,NaN,MALE,BLACK,5.7,160,MED,BLK,BLK,DARK SHIRT WHITE BMW WITH TEMP PLATES,61,B,NaN,CONEY ISLAND AVE && AVENUE V,CONEY ISLAND AVE,995073,156476,PBBS,BROOKLYN
67,2021/1/4,21:20:00,2021,January,Monday,Based on Radio Run,APP,POM,66,SGT,66,Y,O,NaN,NaN,1,CPW,30,Y,NaN,Y,N,NaN,Y,MARIJUANA POSSESSION,Y,NaN,NaN,NaN,Y,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,DE,UPSET,26,MALE,WHITE HISPANIC,5.5,180,MED,BRO,BLK,UNKOWN,66,D,NaN,474 E 4 ST,E 4 ST,990900,172630,PBBS,BROOKLYN
68,2021/1/4,21:20:00,2021,January,Monday,Based on Radio Run,APP,POM,66,SGT,66,Y,O,P,PSB,1,CPW,30,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,UPSET,18,MALE,WHITE HISPANIC,5.5,140,THN,BRO,BLK,UNK,66,D,UNK,474 E 4 ST,E 4 ST,990900,172630,PBBS,BROOKLYN
69,2021/1/5,08:35:00,2021,January,Tuesday,Based on Radio Run,APP,POM,70,SGT,70,Y,O,P,PSB,1,CPW,10,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,UPSET,23,MALE,BLACK,6.3,250,HEA,BRO,BLK,NAVY BLUE HOODIE,70,B,NaN,1509 FOSTER AVE,FOSTER AVE,994557,170381,PBBS,BROOKLYN
70,2021/1/5,08:35:00,2021,January,Tuesday,Based on Radio Run,APP,POM,70,SGT,70,Y,O,NaN,NaN,1,CPW,10,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,UPSET,23,FEMALE,BLACK,5.9,150,MED,BRO,BLK,WHITE HAT BLACK JACKET BLUE JEANS,70,B,NaN,1509 FOSTER AVE,FOSTER AVE,994557,170381,PBBS,BROOKLYN
71,2021/1/2,08:00:00,2021,January,Saturday,Based on Self Initiated,APP,POM,81,LT,81,Y,NaN,P,PSB,3,GRAND LARCENY,5,Y,NaN,N,Y,GRAND LARCENY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,50,MALE,BLACK,5.8,160,THN,BRO,BLK,NaN,81,A,NaN,LEWIS AVENUE && BROADWAY,LEWIS AVENUE,1005217,190528,PBBN,BROOKLYN
72,2021/1/6,15:05:00,2021,January,Wednesday,Based on Radio Run,APP,POM,102,LT,102,Y,O,P,PSB,1,CPW,20,Y,NaN,N,N,NaN,Y,MARIJUANA POSSESSION,Y,NaN,NaN,NaN,N,N,Y,Y,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NORMAL,30,MALE,BLACK,5.6,140,THN,BRO,BLK,NaN,102,B,NaN,ATLANTIC AVE && ROCKAWAY BLVD,ATLANTIC AVE,1022866,188781,PBQS,QUEENS
73,2021/1/6,14:45:00,2021,January,Wednesday,Based on Radio Run,APP,CPT,111,LT,111,N,NaN,P,PSB,1,GRAND LARCENY,3,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,COOPERATIVE,44,MALE,BLACK,5.11,180,THN,BLK,BLK,GRAY HOODY GRAY HAT AND GRAY MASK.,111,C,NaN,196 ST && 45 AVE,196 ST,1043689,214763,PBQN,QUEENS
