STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
1839,2021/3/31,23:22:00,2021,March,Wednesday,Based on Radio Run,APP,POM,7,LT,7,Y,I,P,PSB,1,CRIMINAL MISCHIEF,20,Y,NaN,Y,Y,CRIMINAL MISCHIEF,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,COOPERATIVE,16,MALE,WHITE,6.5,140,MED,BRO,BRO,BLUE JACKET WITH A WHITE STRIPE TAN PANTS AND WHITE SNEAKERS,7,B,NaN,568 GRAND ST,GRAND ST,990070,199365,PBMS,MANHATTAN
1840,2021/3/30,20:55:00,2021,March,Tuesday,Based on Radio Run,APP,POM,14,SGT,14,Y,O,NaN,NaN,2,ROBBERY,2,N,ATTEMPTED TO FLEE ON FOOT,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,NERVOUS,27,MALE,BLACK,5.8,145,THN,BRO,BLK,NaN,14,D,NaN,8 AVE && W 36 ST,8 AVE,986320,213788,PBMS,MANHATTAN
1841,2021/3/31,20:15:00,2021,March,Wednesday,Based on Radio Run,APP,POF,14,SGT,14,Y,O,NaN,NaN,5,OTHER,5,Y,NaN,N,Y,OTHER,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CONFUSED,23,MALE,WHITE,6.1,170,THN,BLU,BLN,NaN,14,D,NaN,337 W 39 ST,W 39 ST,986211,214772,PBMS,MANHATTAN
1842,2021/3/28,05:28:00,2021,March,Sunday,Based on Radio Run,APP,POF,42,SGT,42,Y,I,NaN,NaN,748,BURGLARY,74,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,FIDGETY,36,MALE,BLACK,5.7,180,MED,BRO,BLK,NaN,42,D,BASEMENT,1174 FOREST AVE,FOREST AVE,1011477,241289,PBBX,BRONX
1843,2021/3/16,23:55:00,2021,March,Tuesday,Based on C/W on Scene,APP,POM,77,LT,77,N,O,P,PSB,1,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,WAS UNDERSTANDING,32,MALE,BLACK,6.1,200,MED,BRO,BLK,UNK,77,B,NaN,NOSTRAND AVE && PROSPECT PL,NOSTRAND AVE,998097,184951,PBBN,BROOKLYN
1844,2021/3/30,20:55:00,2021,March,Tuesday,Based on Radio Run,APP,POM,13,SGT,13,N,NaN,P,PSB,1,PETIT LARCENY,11,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,59,MALE,BLACK,5.8,180,MED,BRO,BLD,NAVY BLUE& WHITE JACKET BLACK PANTS & TARGET SHOPPING BAG,13,A,NaN,125 3 AVE,3 AVE,987884,206466,PBMS,MANHATTAN
1845,2021/3/30,15:50:00,2021,March,Tuesday,Based on Radio Run,APP,POM,14,SGT,14,Y,I,P,PSB,1,ASSAULT,30,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,COMPLIANT,29,MALE,BLACK,5.8,170,MED,BRO,BLK,ORANGE HOODIE BLACK PANTS,14,C,NaN,2 PENN PLZ,PENN PLZ,986636,212540,PBMS,MANHATTAN
1846,2021/3/25,16:20:00,2021,March,Thursday,Based on Self Initiated,APP,POM,807,SSA,807,Y,NaN,P,PSB,3,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,DE,COOPERATIVE,22,MALE,WHITE HISPANIC,5.11,185,MED,BLK,BLK,BLACK HAT BLACK HOODY BLUE JEANS BLACK/WHITE FANNIE PACK,40,A,NaN,BROOK AVE && E 148 ST,BROOK AVE,1007684,235949,PBBX,BRONX
1847,2021/3/22,15:00:00,2021,March,Monday,Based on Self Initiated,APP,DT3,544,SGT,225,Y,NaN,P,PSB,3,MURDER,30,Y,NaN,N,N,NaN,N,NaN,N,NaN,S,V,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,47,MALE,WHITE HISPANIC,5.8,175,MED,BRO,BLK,N/A,41,A,NaN,GARRISON AVE && BRYANT AVE,GARRISON AVE,1015458,238417,PBBX,BRONX
1848,2021/3/26,17:07:00,2021,March,Friday,Based on Radio Run,APP,POM,77,INS,77,Y,O,P,PSB,2,RECKLESS ENDANGERMENT,12,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CONFUSED,28,MALE,BLACK,5.11,135,THN,BRO,BLK,NaN,77,C,NaN,TROY AVE && PARK PL,TROY AVE,1001908,184365,PBBN,BROOKLYN
1849,2021/3/26,21:25:00,2021,March,Friday,Based on Self Initiated,APP,POM,77,LT,77,Y,O,NaN,NaN,2,CPW,18,N,WAS ARRESTED,Y,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,CM,#N/A,16,MALE,BLACK,5.8,140,THN,BRO,BLK,NaN,77,B,NaN,932 PROSPECT PL,PROSPECT PL,999302,184836,PBBN,BROOKLYN
1850,2021/3/24,00:27:00,2021,March,Wednesday,Based on Self Initiated,APP,POM,849,LT,849,Y,S,T,Transit,1,CRIMINAL MISCHIEF,10,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,FRANTIC,28,MALE,BLACK,6,190,THN,BRO,BLK,NaN,14,A,NaN,E 42 ST && LEXINGTON AVE,E 42 ST,990664,213169,PBMS,MANHATTAN
1851,2021/3/25,20:40:00,2021,March,Thursday,Based on C/W on Scene,APP,POF,18,LT,18,Y,I,P,PSB,1,ASSAULT,1,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,DE,ANNOYED,25,MALE,WHITE HISPANIC,5.1,180,MED,HAZ,BRO,N/A,18,D,NaN,725 10 AVE,10 AVE,986397,217756,PBMS,MANHATTAN
1852,2021/3/31,23:28:00,2021,March,Wednesday,Based on Radio Run,APP,POM,28,SGT,28,Y,O,P,PSB,5,ASSAULT,7,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,32,MALE,BLACK,5.1,200,MED,BRO,BLK,N/A,28,A,NaN,60 ST NICHOLAS AVE,ST NICHOLAS AVE,997454,231007,PBMN,MANHATTAN
1853,2021/3/30,16:20:00,2021,March,Tuesday,Based on Radio Run,APP,POM,24,SGT,24,Y,I,P,PSB,1,OTHER,15,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,45,MALE,BLACK,5.9,230,HEA,BRO,BLK,NaN,24,B,NaN,166 W 87 ST,W 87 ST,991464,226370,PBMN,MANHATTAN
1854,2021/3/30,21:05:00,2021,March,Tuesday,Based on C/W on Scene,APP,POM,48,LT,48,N,NaN,P,PSB,1,BURGLARY,12,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,COMBATIVE,34,MALE,WHITE HISPANIC,5.9,140,THN,BRO,BLK,NaN,48,B,NaN,E 182 ST && ADAMS PL,E 182 ST,1014815,249631,PBBX,BRONX
1855,2021/3/21,20:49:00,2021,March,Sunday,Based on Radio Run,APP,POF,77,SGT,79,N,O,P,PSB,1,ASSAULT,14,Y,NaN,N,N,NaN,Y,MARIJUANA POSSESSION,Y,NaN,NaN,NaN,Y,Y,Y,Y,Y,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,Y,NaN,NaN,Y,DE,CALM,48,MALE,BLACK,5.8,170,THN,BRO,BLK,DARK COLORED BEANIE BLUE JEANS DARK COLORED JACKET ON A BICYCLE,77,A,NaN,1028 PACIFIC ST,PACIFIC ST,995608,186671,PBBN,BROOKLYN
1856,2021/3/26,01:55:00,2021,March,Friday,Based on Radio Run,APP,POF,88,SGT,88,N,O,P,PSB,1,GRAND LARCENY,5,Y,NaN,Y,Y,GRAND LARCENY,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,NERVOUS,39,FEMALE,BLACK,5.3,175,MED,BRO,BLK,BRA AND WRAP AROUND WAIST,88,D,NaN,FULTON ST && S PORTLAND AVE,FULTON ST,991339,189319,PBBN,BROOKLYN
1857,2021/3/24,11:30:00,2021,March,Wednesday,Based on Radio Run,APP,POM,19,LT,19,Y,NaN,NaN,NaN,1,ROBBERY,5,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,BC,#N/A,NaN,MALE,WHITE HISPANIC,NaN,NaN,XXX,ZZZ,XXX,UNK,19,D,NaN,E 87 ST && 1 AVE,E 87 ST,998408,222565,PBMN,MANHATTAN
1858,2021/3/31,18:38:00,2021,March,Wednesday,Based on Radio Run,APP,POM,73,SGT,73,Y,O,P,PSB,0,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,NaN,NaN,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RE,#N/A,NaN,MALE,WHITE HISPANIC,NaN,NaN,NaN,NaN,NaN,NaN,73,C,NaN,EAST NEW YORK AVENUE && STONE AVENUE,EAST NEW YORK AVENUE,1008275,183622,PBBN,BROOKLYN
1859,2021/3/26,03:05:00,2021,March,Friday,Based on Radio Run,APP,POM,106,SGT,106,N,O,P,PSB,0,ASSAULT,2,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,36,MALE,WHITE HISPANIC,6.3,240,MED,BRO,BRO,TWO TATTOOS,106,A,NaN,163-24 90 ST,90 ST,1028329,176720,PBQS,QUEENS
1860,2021/3/26,09:02:00,2021,March,Friday,Based on Radio Run,APP,POM,20,SGT,20,Y,O,NaN,NaN,0,ASSAULT,1,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,CM,#N/A,33,MALE,BLACK,6,200,HEA,BRO,BLK,NaN,20,A,NaN,216 W 64 ST,W 64 ST,988012,221217,PBMN,MANHATTAN
1861,2021/3/23,08:10:00,2021,March,Tuesday,Based on Radio Run,APP,POM,19,SGT,19,Y,NaN,NaN,NaN,1,PETIT LARCENY,12,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,28,MALE,BLACK,6,220,MED,BLK,BLK,NaN,19,C,NaN,1524 2 AVE,2 AVE,996800,221076,PBMN,MANHATTAN
1862,2021/3/30,12:30:00,2021,March,Tuesday,Based on Radio Run,APP,POF,19,SGT,19,Y,O,P,PSB,2,PETIT LARCENY,5,Y,NaN,Y,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,UPSET,57,MALE,WHITE HISPANIC,5.1,250,HEA,BRO,BLD,NaN,19,C,NaN,201 E 79 ST,E 79 ST,996171,221381,PBMN,MANHATTAN
1863,2021/3/30,12:30:00,2021,March,Tuesday,Based on Radio Run,APP,POF,19,SGT,19,Y,O,P,PSB,2,PETIT LARCENY,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,UPSET,52,FEMALE,WHITE HISPANIC,5.5,140,MED,BRO,BLK,NaN,19,C,NaN,201 E 79 ST,E 79 ST,996171,221381,PBMN,MANHATTAN
1864,2021/3/1,10:17:00,2021,March,Monday,Based on Radio Run,APP,POM,44,SGT,44,Y,O,P,PSB,1,GRAND LARCENY AUTO,10,N,INDIVIDUAL WALKED AWAY AFTER SHOW UP WAS CONDUCTED,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,COOPERATIVE,NaN,MALE,WHITE HISPANIC,5.4,120,THN,BRO,BRO,NaN,44,E,NaN,TOPPING AVE && E MOUNT EDEN AVE,TOPPING AVE,1010270,246284,PBBX,BRONX
1865,2021/3/26,03:25:00,2021,March,Friday,Based on Radio Run,APP,POM,73,LT,73,N,O,P,PSB,1,CPW,3,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,DE,CALM,NaN,MALE,BLACK,NaN,NaN,MED,BRO,BLK,GREY AND BLACK SWEATSHIRT,73,A,NaN,442 MARION ST,MARION ST,1008743,187607,PBBN,BROOKLYN
1866,2021/3/31,23:57:00,2021,March,Wednesday,Based on Radio Run,APP,POF,81,SGT,81,Y,NaN,P,PSB,1,ROBBERY,23,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,HAPPY,50,MALE,BLACK,5.7,150,MED,BRO,BLD,BEARD,81,D,NaN,BUFFALO AVE && ATLANTIC AVE,BUFFALO AVE,1005113,185972,PBBN,BROOKLYN
1867,2021/2/21,22:23:00,2021,February,Sunday,Based on Radio Run,APP,POM,33,SGT,33,Y,I,P,PSB,1,CPW,1,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,NORMAL,26,MALE,WHITE HISPANIC,5.2,180,MED,BRO,BLK,NaN,33,C,NaN,1253 ST NICHOLAS AVE,ST NICHOLAS AVE,1001441,246762,PBMN,MANHATTAN
1868,2021/3/21,17:10:00,2021,March,Sunday,Based on Radio Run,APP,POM,77,SGT,77,Y,O,NaN,NaN,1,GRAND LARCENY AUTO,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,COMPLIANT,22,MALE,BLACK,6,150,THN,BRO,BLK,NaN,77,NaN,NaN,313 ST.MARKS,ST.MARKS,1003605,185050,PBBN,BROOKLYN
1869,2021/3/21,17:13:00,2021,March,Sunday,Based on Radio Run,APP,POM,77,SGT,77,Y,O,NaN,NaN,1,GRAND LARCENY AUTO,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CAMPLAINT,22,MALE,BLACK,5.7,150,THN,BRO,BLK,NaN,77,A,NaN,313 ST MARKS AVE,ST MARKS AVE,994012,186242,PBBN,BROOKLYN
1870,2021/3/16,14:45:00,2021,March,Tuesday,Based on Self Initiated,APP,DT3,126,SGT,126,N,NaN,P,PSB,1,CPW,10,Y,NaN,N,N,NaN,N,NaN,N,NaN,S,V,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NORMAL,NaN,MALE,BLACK,5.7,175,THN,BRO,BRO,NaN,103,A,NaN,159-01 JAMAICA AVE,JAMAICA AVE,1039683,195657,PBQS,QUEENS
1871,2021/3/16,14:45:00,2021,March,Tuesday,Based on Self Initiated,APP,DT3,126,SGT,126,Y,O,NaN,NaN,1,CPW,10,Y,NaN,Y,N,NaN,N,NaN,N,NaN,S,V,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NORMAL,NaN,FEMALE,WHITE HISPANIC,5.1,125,MED,BRO,BLK,NaN,103,A,NaN,159-01 JAMAICA AVE,JAMAICA AVE,1039683,195657,PBQS,QUEENS
1872,2021/3/29,17:45:00,2021,March,Monday,Based on C/W on Scene,APP,POM,6,SGT,6,Y,I,P,PSB,1,MENACING,3,Y,NaN,N,Y,MENACING,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,Y,Y,NaN,NaN,DE,AGITATED,42,MALE,BLACK HISPANIC,6.2,240,MED,BRO,BLK,RED HAT BLACK LEATHER JACKET WHITE SWEATSHIRT,6,B,NaN,18 W 14 ST,W 14 ST,985690,207542,PBMS,MANHATTAN
1873,2021/3/19,14:59:00,2021,March,Friday,Based on Radio Run,APP,POM,849,SGT,849,Y,S,T,Transit,0,ROBBERY,9,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,43,MALE,WHITE HISPANIC,5.6,150,THN,NaN,NaN,UNK,13,B,NaN,7 AVE && W 14 ST,7 AVE,984194,208086,PBMS,MANHATTAN
1874,2021/3/31,13:20:00,2021,March,Wednesday,Based on Radio Run,APP,POM,19,SGT,19,Y,O,NaN,NaN,1,OTHER,5,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,Y,NaN,BC,#N/A,57,MALE,BLACK HISPANIC,5.7,140,THN,BRO,GRY,NaN,19,B,NaN,1487 1 AVE,1 AVE,997113,220337,PBMN,MANHATTAN
1875,2021/3/29,21:40:00,2021,March,Monday,Based on Radio Run,APP,POF,28,SGT,28,Y,O,P,PSB,1,CPW,10,Y,NaN,N,N,NaN,Y,KNIFE UNLAWFUL POSSESSION,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,Y,NaN,Y,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,INTOX/IRRATE,40,MALE,BLACK,5.1,150,THN,NaN,BLK,NaN,28,A,NaN,100 LENOX AVE,LENOX AVE,998141,231242,PBMN,MANHATTAN
